user_id,age_group,education_level,neurodivergence_type,primary_challenge,prior_elearning_experience,font_type,font_size_pt,color_theme,layout_mode,content_format,text_to_speech_enabled,session_reminder_used,session_duration_min,task_completion_rate,number_of_setting_changes,errors_or_backtracks,sus_score,engagement_score,would_recommend,feedback_theme
WALS-103867,Adult Learner (25+),Undergraduate,None (Control),Reading Comprehension,Some,Standard,21,Default,Standard,Multimodal,True,False,16.2,0.87,1,0,100.0,8.0,True,Positive: Ease of Use
WALS-109984,Adult Learner (25+),Undergraduate,None (Control),Attention & Distraction,None,Dyslexia-Friendly,15,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,False,7.8,0.66,3,1,96.4,8.0,True,Suggestion: Better Font Controls
WALS-106823,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,None,Standard,15,Dark Mode,Simplified,Audio,False,True,21.1,0.91,2,2,60.2,7.0,False,Negative: Confusing Navigation
WALS-107548,Higher Ed (18-24),Secondary,Multiple,Attention & Distraction,Some,Standard,21,Dark Mode,Distraction-Free,Multimodal,False,True,16.5,0.61,5,0,74.1,8.0,True,Neutral: No Strong Opinion
WALS-100781,School (13-17),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,13,Dark Mode,Standard,Visual,False,False,18.9,0.5,5,0,69.6,4.0,True,Suggestion: Better Font Controls
WALS-101749,Adult Learner (25+),Undergraduate,Dyscalculia,Reading Comprehension,Some,Standard,12,Default,Standard,Audio,False,False,18.9,0.65,2,0,77.5,5.0,True,Suggestion: More Audio Content
WALS-106519,Higher Ed (18-24),Secondary,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,16,Dark Mode,Distraction-Free,Visual,True,True,8.1,0.53,2,1,63.7,7.0,False,Suggestion: Better Font Controls
WALS-105774,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,17,High-Contrast,Simplified,Audio,True,False,8.0,0.5,2,1,100.0,10.0,True,Positive: Ease of Use
WALS-102324,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,None,Standard,17,Dark Mode,Standard,Audio,False,True,27.2,0.93,5,3,61.8,2.0,True,Negative: Confusing Navigation
WALS-105055,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,Extensive,Standard,18,Default,Distraction-Free,Audio,False,False,22.3,0.85,2,1,92.9,7.0,True,Suggestion: Better Font Controls
WALS-109570,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,13,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,False,10.7,0.75,1,0,90.3,8.0,True,Positive: Ease of Use
WALS-101727,Higher Ed (18-24),Secondary,Multiple,Sensory Sensitivity,Some,Dyslexia-Friendly,17,Default,Simplified,Audio,False,False,33.9,0.68,3,3,83.1,4.0,True,Neutral: No Strong Opinion
WALS-100610,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,None,Standard,11,Low-Stimulation Pastel,Simplified,Audio,False,False,20.2,0.75,3,2,83.4,7.0,True,Positive: Helpful Personalization
WALS-104666,Adult Learner (25+),Undergraduate,Dyscalculia,Reading Comprehension,None,Standard,20,High-Contrast,Standard,Visual,True,False,5.6,0.54,0,1,68.1,5.0,True,Negative: Confusing Navigation
WALS-105413,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,Extensive,Standard,18,Dark Mode,Standard,Multimodal,True,False,18.1,0.67,3,0,80.7,7.0,True,Positive: Helpful Personalization
WALS-108103,Higher Ed (18-24),Postgraduate,None (Control),Attention & Distraction,Extensive,Standard,12,Dark Mode,Distraction-Free,Text,False,False,18.2,0.73,3,1,67.0,5.0,True,Suggestion: Better Font Controls
WALS-108174,Higher Ed (18-24),Postgraduate,Multiple,Reading Comprehension,Extensive,Dyslexia-Friendly,13,Low-Stimulation Pastel,Simplified,Visual,True,True,15.0,0.77,3,0,81.2,5.0,True,Neutral: No Strong Opinion
WALS-103750,Adult Learner (25+),Postgraduate,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,15,High-Contrast,Standard,Audio,False,True,16.0,0.79,1,2,59.7,3.0,True,Suggestion: More Audio Content
WALS-100097,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Some,Dyslexia-Friendly,14,High-Contrast,Simplified,Audio,True,True,4.0,0.83,0,2,92.6,9.0,True,Positive: Ease of Use
WALS-106985,School (13-17),Secondary,Autism,Attention & Distraction,Some,Dyslexia-Friendly,11,Low-Stimulation Pastel,Distraction-Free,Audio,False,True,21.3,0.71,3,0,60.8,5.0,False,Positive: Ease of Use
WALS-103137,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,17,High-Contrast,Standard,Visual,True,False,14.4,0.89,1,0,77.3,8.0,True,Positive: Helpful Personalization
WALS-101537,School (13-17),Undergraduate,Autism,Attention & Distraction,Extensive,Dyslexia-Friendly,17,Dark Mode,Distraction-Free,Audio,True,False,18.6,0.85,0,3,100.0,7.0,True,Positive: Helpful Personalization
WALS-103648,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Standard,11,High-Contrast,Standard,Text,False,False,28.4,0.6,3,0,66.0,6.0,True,Suggestion: Better Font Controls
WALS-101517,Higher Ed (18-24),Secondary,Autism,Attention & Distraction,Some,Standard,20,Low-Stimulation Pastel,Simplified,Audio,False,True,5.8,0.94,2,2,62.2,4.0,False,Suggestion: More Audio Content
WALS-109916,School (13-17),Postgraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,17,High-Contrast,Simplified,Audio,True,True,4.0,0.81,2,2,80.5,6.0,True,Neutral: No Strong Opinion
WALS-104624,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Standard,15,High-Contrast,Distraction-Free,Multimodal,True,True,25.4,0.48,2,0,93.3,8.0,True,Positive: Ease of Use
WALS-106566,Higher Ed (18-24),Secondary,Dyscalculia,Reading Comprehension,Some,Standard,19,Default,Standard,Audio,False,False,15.7,0.67,1,0,67.7,7.0,False,Suggestion: More Audio Content
WALS-102090,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,12,Default,Simplified,Multimodal,True,False,19.6,0.76,1,1,82.5,7.0,True,Positive: Ease of Use
WALS-107097,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Standard,18,Dark Mode,Standard,Audio,True,True,17.5,0.53,3,0,74.9,9.0,True,Positive: Helpful Personalization
WALS-106171,School (13-17),Secondary,Multiple,Cognitive Overload,Some,Dyslexia-Friendly,18,High-Contrast,Distraction-Free,Multimodal,True,False,33.8,0.93,1,0,78.7,7.0,True,Positive: Ease of Use
WALS-107521,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Standard,15,Default,Distraction-Free,Multimodal,True,True,16.5,0.92,1,1,100.0,8.0,True,Suggestion: More Audio Content
WALS-100572,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,20,Low-Stimulation Pastel,Standard,Multimodal,True,False,13.2,0.59,2,2,64.6,8.0,True,Neutral: No Strong Opinion
WALS-109625,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,,Standard,16,Low-Stimulation Pastel,Distraction-Free,Visual,False,False,15.7,0.72,2,0,67.8,,True,
WALS-103062,School (13-17),Secondary,Autism,Attention & Distraction,Extensive,Standard,18,High-Contrast,Distraction-Free,Text,False,False,22.0,0.84,1,1,67.5,6.0,False,Neutral: No Strong Opinion
WALS-100597,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,None,Standard,11,Low-Stimulation Pastel,Standard,Audio,False,False,29.5,0.97,0,4,72.2,9.0,True,Suggestion: More Audio Content
WALS-106633,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Some,Standard,11,High-Contrast,Simplified,Audio,True,False,10.0,0.88,4,1,83.2,7.0,True,Suggestion: Better Font Controls
WALS-107875,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,16,Low-Stimulation Pastel,Standard,Visual,False,True,14.0,0.26,3,2,76.9,2.0,True,Suggestion: More Audio Content
WALS-107345,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Standard,15,Default,Simplified,Visual,False,False,23.2,0.76,0,2,85.4,3.0,True,Suggestion: Better Font Controls
WALS-106304,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Standard,13,Dark Mode,Simplified,Text,True,False,35.4,0.82,0,0,65.1,8.0,False,Suggestion: More Audio Content
WALS-110010,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Standard,20,High-Contrast,Standard,Audio,False,False,12.7,0.51,1,1,90.3,8.0,True,Neutral: No Strong Opinion
WALS-105976,Higher Ed (18-24),Secondary,Dyscalculia,Cognitive Overload,Some,Standard,15,High-Contrast,Simplified,Text,True,True,28.0,0.62,3,1,71.6,6.0,True,Suggestion: More Audio Content
WALS-101938,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,None,Dyslexia-Friendly,15,Low-Stimulation Pastel,Distraction-Free,Text,False,False,16.7,0.35,1,0,92.2,8.0,True,Positive: Ease of Use
WALS-108100,School (13-17),Secondary,None (Control),Cognitive Overload,None,Standard,17,Default,Distraction-Free,Multimodal,False,False,9.3,0.83,1,1,77.2,7.0,True,Positive: Ease of Use
WALS-101753,Higher Ed (18-24),Postgraduate,Dyslexia,Cognitive Overload,Some,Dyslexia-Friendly,19,Low-Stimulation Pastel,Distraction-Free,Text,True,False,31.2,0.56,3,3,85.9,4.0,True,Neutral: No Strong Opinion
WALS-103670,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Extensive,Standard,14,High-Contrast,Distraction-Free,Audio,True,False,14.5,0.76,2,0,51.6,8.0,False,Suggestion: Better Font Controls
WALS-108537,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Standard,11,Low-Stimulation Pastel,Simplified,Text,False,False,8.3,0.77,0,3,83.8,9.0,True,Suggestion: Better Font Controls
WALS-102361,School (13-17),Postgraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,15,Low-Stimulation Pastel,Distraction-Free,Audio,False,False,22.9,0.91,1,0,77.0,6.0,True,Suggestion: More Audio Content
WALS-104260,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,None,Standard,17,Default,Simplified,Text,False,False,8.9,0.8,1,0,94.8,4.0,True,Positive: Helpful Personalization
WALS-105432,Higher Ed (18-24),Secondary,None (Control),Reading Comprehension,None,Standard,17,Default,Simplified,Multimodal,True,True,38.9,0.72,0,0,68.9,6.0,False,Positive: Ease of Use
WALS-106285,Higher Ed (18-24),Postgraduate,Autism,Sensory Sensitivity,Some,Dyslexia-Friendly,13,Dark Mode,Simplified,Audio,True,True,13.6,0.58,3,0,72.6,7.0,True,Suggestion: More Audio Content
WALS-108382,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,,Standard,22,Low-Stimulation Pastel,Simplified,Audio,False,True,17.9,0.88,3,2,70.6,6.0,True,
WALS-110035,School (13-17),Secondary,None (Control),Cognitive Overload,Some,Standard,23,Low-Stimulation Pastel,Standard,Multimodal,False,False,15.3,0.57,0,0,52.4,7.0,False,Suggestion: Better Font Controls
WALS-108343,Adult Learner (25+),Postgraduate,Multiple,Cognitive Overload,Some,Standard,11,High-Contrast,Distraction-Free,Multimodal,False,True,23.2,0.5,3,3,90.8,6.0,True,Neutral: No Strong Opinion
WALS-109073,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Some,Standard,13,Dark Mode,Simplified,Visual,True,False,10.1,0.86,0,0,81.8,9.0,True,Positive: Helpful Personalization
WALS-105591,Adult Learner (25+),Secondary,ADHD,Attention & Distraction,Extensive,Standard,21,Low-Stimulation Pastel,Simplified,Multimodal,False,True,6.3,0.79,2,2,73.8,5.0,True,Suggestion: Better Font Controls
WALS-101171,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,11,High-Contrast,Distraction-Free,Multimodal,True,False,14.6,0.92,0,0,69.4,10.0,True,Positive: Helpful Personalization
WALS-107927,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,12,Default,Standard,Multimodal,False,True,18.0,0.7,5,3,44.7,5.0,False,Neutral: No Strong Opinion
WALS-108552,Adult Learner (25+),Undergraduate,Dyscalculia,Reading Comprehension,Some,Standard,18,Default,Distraction-Free,Multimodal,True,False,10.0,0.65,2,2,74.3,7.0,True,Neutral: No Strong Opinion
WALS-109917,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,None,Dyslexia-Friendly,16,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,23.0,0.88,2,1,57.5,6.0,True,Neutral: No Strong Opinion
WALS-109326,Adult Learner (25+),Secondary,None (Control),Attention & Distraction,None,Dyslexia-Friendly,11,Default,Standard,Text,True,False,11.5,0.6,4,1,60.0,4.0,True,Suggestion: More Audio Content
WALS-110445,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,14,High-Contrast,Standard,Visual,False,False,24.6,0.55,2,0,87.5,8.0,True,Suggestion: Better Font Controls
WALS-100874,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Standard,13,Default,Simplified,Audio,True,False,26.2,0.83,2,1,70.5,10.0,False,Positive: Ease of Use
WALS-102297,Adult Learner (25+),Undergraduate,None (Control),Reading Comprehension,Some,Dyslexia-Friendly,16,Dark Mode,Standard,Multimodal,True,True,22.8,0.29,0,3,58.3,8.0,True,Neutral: No Strong Opinion
WALS-109867,School (13-17),Secondary,Autism,Sensory Sensitivity,Some,Standard,12,Default,Standard,Text,False,False,10.5,0.64,2,4,63.1,5.0,True,Suggestion: Better Font Controls
WALS-102643,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,None,Standard,22,Dark Mode,Simplified,Multimodal,False,True,32.3,0.72,0,1,70.7,4.0,True,Suggestion: More Audio Content
WALS-105347,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,None,Standard,17,High-Contrast,Simplified,Text,False,False,15.4,0.75,2,1,70.9,5.0,True,Neutral: No Strong Opinion
WALS-104106-R,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Some,Standard,11,Low-Stimulation Pastel,Distraction-Free,Text,False,True,5.3,0.76,1,0,87.9,8.0,True,Suggestion: More Audio Content
WALS-100581,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Extensive,Standard,17,Default,Standard,Visual,True,True,19.5,0.47,3,0,53.0,7.0,False,Suggestion: Better Font Controls
WALS-100204,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,14,Default,Standard,Audio,True,False,10.8,0.79,1,1,75.8,8.0,True,Positive: Helpful Personalization
WALS-107896,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,None,Dyslexia-Friendly,12,Default,Simplified,Visual,False,True,18.9,0.63,5,0,73.2,6.0,True,Neutral: No Strong Opinion
WALS-102014,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,16,Dark Mode,Distraction-Free,Visual,False,True,11.4,0.91,2,2,55.9,8.0,True,Neutral: No Strong Opinion
WALS-100905,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Standard,Audio,False,True,28.3,0.67,4,3,48.4,6.0,False,Negative: Too Many Options
WALS-100631,School (13-17),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,18,Default,Simplified,Audio,False,False,18.8,0.91,3,0,90.9,9.0,True,Suggestion: Better Font Controls
WALS-108848,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Standard,16,Default,Standard,Audio,False,False,21.2,0.55,4,0,80.2,7.0,True,Positive: Helpful Personalization
WALS-101974,Higher Ed (18-24),Secondary,Multiple,Reading Comprehension,Extensive,Dyslexia-Friendly,14,Low-Stimulation Pastel,Standard,Multimodal,True,False,15.8,0.69,4,0,59.7,3.0,False,Neutral: No Strong Opinion
WALS-100162,School (13-17),Undergraduate,ADHD,Cognitive Overload,Extensive,Standard,16,Default,Simplified,Visual,True,True,16.3,0.58,1,3,66.2,4.0,True,Neutral: No Strong Opinion
WALS-104998,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,13,Dark Mode,Distraction-Free,Visual,False,False,10.8,0.43,1,0,85.4,10.0,True,Positive: Ease of Use
WALS-104713,Adult Learner (25+),Secondary,Dyscalculia,Cognitive Overload,Some,Standard,16,Low-Stimulation Pastel,Simplified,Text,True,False,27.7,0.66,2,4,77.2,5.0,True,Suggestion: More Audio Content
WALS-101431,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,Some,Standard,15,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,True,23.2,0.71,2,1,64.1,4.0,False,Suggestion: More Audio Content
WALS-106868,School (13-17),Undergraduate,Dyscalculia,Cognitive Overload,Some,Standard,17,Dark Mode,Distraction-Free,Audio,True,False,22.3,0.52,0,0,76.1,5.0,True,Positive: Ease of Use
WALS-109695,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,15,Dark Mode,Distraction-Free,Multimodal,False,False,32.9,0.91,2,0,88.6,9.0,True,Positive: Ease of Use
WALS-107710,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,16,Low-Stimulation Pastel,Distraction-Free,Audio,False,False,36.0,0.57,0,0,87.4,7.0,True,Neutral: No Strong Opinion
WALS-107736,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Standard,16,Low-Stimulation Pastel,Simplified,Text,True,False,10.3,0.31,1,0,76.0,10.0,True,Positive: Helpful Personalization
WALS-104283,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,Some,Standard,19,Dark Mode,Simplified,Multimodal,True,False,16.9,0.51,1,2,87.9,5.0,True,Suggestion: More Audio Content
WALS-107531,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,None,Standard,18,Default,Simplified,Text,False,False,12.2,0.85,3,0,93.0,9.0,True,Positive: Helpful Personalization
WALS-108468,School (13-17),Postgraduate,Autism,Cognitive Overload,None,Dyslexia-Friendly,18,Default,Simplified,Visual,True,False,15.3,0.89,0,0,77.3,7.0,True,Positive: Helpful Personalization
WALS-103384,Higher Ed (18-24),Postgraduate,Multiple,Reading Comprehension,None,Standard,15,Dark Mode,Simplified,Multimodal,True,False,24.0,0.97,3,1,71.1,9.0,True,Suggestion: More Audio Content
WALS-110143,Higher Ed (18-24),Undergraduate,None (Control),Cognitive Overload,Extensive,Standard,12,Low-Stimulation Pastel,Simplified,Visual,True,False,21.6,0.77,2,3,83.9,6.0,True,Neutral: No Strong Opinion
WALS-108631,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,None,Dyslexia-Friendly,14,Default,Standard,Multimodal,True,False,13.8,0.8,1,0,56.2,7.0,False,Neutral: No Strong Opinion
WALS-108846,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,11,Dark Mode,Simplified,Text,False,True,14.9,0.8,0,2,83.8,6.0,True,Neutral: No Strong Opinion
WALS-107462,School (13-17),Undergraduate,ADHD,Cognitive Overload,None,Standard,11,Dark Mode,Simplified,Text,True,False,20.5,0.9,1,1,100.0,8.0,True,Neutral: No Strong Opinion
WALS-103331,School (13-17),Postgraduate,ADHD,Attention & Distraction,None,Standard,11,Low-Stimulation Pastel,Standard,Multimodal,False,False,28.6,0.6,0,1,88.2,7.0,True,Neutral: No Strong Opinion
WALS-106404,School (13-17),Undergraduate,ADHD,Cognitive Overload,Some,Standard,14,Low-Stimulation Pastel,Standard,Text,False,True,27.4,0.78,1,1,78.0,7.0,True,Neutral: No Strong Opinion
WALS-102096,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,15,High-Contrast,Simplified,Multimodal,False,True,23.9,0.83,2,1,66.2,9.0,True,Suggestion: Better Font Controls
WALS-109006,Higher Ed (18-24),Secondary,Dyslexia,Cognitive Overload,,Dyslexia-Friendly,14,Low-Stimulation Pastel,Standard,Multimodal,False,False,32.0,0.83,1,0,58.8,7.0,True,
WALS-107999,School (13-17),Postgraduate,Autism,Cognitive Overload,Some,Dyslexia-Friendly,11,Default,Distraction-Free,Text,True,True,17.1,0.73,0,1,86.9,7.0,True,Positive: Helpful Personalization
WALS-105017,Higher Ed (18-24),Secondary,None (Control),Attention & Distraction,Extensive,Standard,11,Default,Standard,Audio,True,False,20.7,0.39,4,1,67.8,7.0,False,Suggestion: Better Font Controls
WALS-101449,Higher Ed (18-24),Secondary,Autism,Cognitive Overload,Some,Standard,20,Low-Stimulation Pastel,Distraction-Free,Audio,False,False,9.2,0.25,4,2,86.8,6.0,True,Positive: Helpful Personalization
WALS-106900,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,Some,Standard,11,Dark Mode,Distraction-Free,Visual,False,False,11.4,0.57,2,0,64.9,6.0,True,Positive: Helpful Personalization
WALS-102610,School (13-17),Secondary,Dyslexia,Reading Comprehension,None,Standard,15,High-Contrast,Standard,Multimodal,True,False,26.7,0.61,3,0,74.6,6.0,True,Neutral: No Strong Opinion
WALS-101900,Higher Ed (18-24),Postgraduate,Autism,Sensory Sensitivity,Some,Dyslexia-Friendly,18,Default,Simplified,Audio,False,False,21.8,0.68,1,2,92.5,7.0,True,Neutral: No Strong Opinion
WALS-108186,Adult Learner (25+),Postgraduate,ADHD,Attention & Distraction,Some,Standard,16,Dark Mode,Distraction-Free,Multimodal,True,False,26.8,0.71,2,1,82.7,6.0,True,Suggestion: More Audio Content
WALS-103920,School (13-17),Undergraduate,None (Control),Reading Comprehension,Some,Standard,14,Dark Mode,Simplified,Multimodal,True,False,26.3,0.72,3,0,67.2,8.0,True,Positive: Ease of Use
WALS-102757,School (13-17),Postgraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,11,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,14.6,0.67,0,0,94.8,8.0,True,Positive: Ease of Use
WALS-106397,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Dyslexia-Friendly,11,Dark Mode,Distraction-Free,Visual,True,False,8.7,0.77,2,1,84.9,7.0,True,Positive: Ease of Use
WALS-109192,Adult Learner (25+),Secondary,None (Control),Reading Comprehension,Some,Dyslexia-Friendly,16,High-Contrast,Distraction-Free,Multimodal,True,False,15.7,0.33,1,1,73.7,4.0,True,Neutral: No Strong Opinion
WALS-102097,Adult Learner (25+),Secondary,None (Control),Cognitive Overload,Some,Standard,16,Dark Mode,Distraction-Free,Multimodal,True,False,23.7,0.88,1,6,81.9,10.0,True,Suggestion: More Audio Content
WALS-108329,Adult Learner (25+),Postgraduate,Autism,Cognitive Overload,Some,Standard,19,High-Contrast,Distraction-Free,Visual,False,True,24.5,0.72,3,0,63.9,9.0,False,Suggestion: More Audio Content
WALS-105624,School (13-17),Postgraduate,None (Control),Sensory Sensitivity,Some,Standard,14,High-Contrast,Standard,Text,False,False,22.3,0.39,5,5,60.3,9.0,True,Neutral: No Strong Opinion
WALS-103471,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Standard,15,Low-Stimulation Pastel,Simplified,Multimodal,True,True,8.1,0.49,2,1,81.0,6.0,True,Neutral: No Strong Opinion
WALS-108266,Higher Ed (18-24),Postgraduate,Autism,Cognitive Overload,Some,Standard,20,Low-Stimulation Pastel,Simplified,Multimodal,False,False,28.1,0.66,2,1,75.2,7.0,True,Neutral: No Strong Opinion
WALS-102171,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,17,High-Contrast,Standard,Multimodal,False,False,22.1,0.79,4,5,72.3,3.0,True,Neutral: No Strong Opinion
WALS-109793,School (13-17),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,17,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,False,24.5,0.97,2,0,73.9,4.0,False,Positive: Ease of Use
WALS-109743,Adult Learner (25+),Secondary,Multiple,Reading Comprehension,Some,Standard,16,High-Contrast,Simplified,Audio,True,False,11.5,0.51,1,0,93.5,6.0,True,Suggestion: More Audio Content
WALS-102010,Adult Learner (25+),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,17,Low-Stimulation Pastel,Simplified,Text,True,False,23.7,0.43,1,1,80.7,7.0,True,Positive: Helpful Personalization
WALS-110382,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Extensive,Standard,16,Default,Simplified,Visual,False,True,11.7,0.66,6,2,68.2,5.0,True,Suggestion: Better Font Controls
WALS-101283,Higher Ed (18-24),Postgraduate,None (Control),Reading Comprehension,Extensive,Standard,17,High-Contrast,Standard,Audio,True,False,5.8,0.63,4,1,68.8,5.0,True,Suggestion: More Audio Content
WALS-110179,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Standard,12,Default,Simplified,Audio,True,True,14.9,0.72,1,0,99.5,4.0,True,Positive: Helpful Personalization
WALS-101019,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,Some,Standard,15,Default,Standard,Visual,True,True,16.5,0.61,2,3,60.3,7.0,True,Suggestion: Better Font Controls
WALS-102810,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Standard,14,Default,Simplified,Audio,False,True,10.2,0.87,1,1,58.6,8.0,False,Positive: Helpful Personalization
WALS-109251,School (13-17),Secondary,ADHD,Attention & Distraction,None,Standard,13,Dark Mode,Simplified,Multimodal,False,True,10.6,0.29,1,5,55.0,1.0,False,Suggestion: Better Font Controls
WALS-101651,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Standard,18,High-Contrast,Standard,Multimodal,True,False,10.9,0.81,5,1,55.2,7.0,True,Suggestion: More Audio Content
WALS-110194,School (13-17),Undergraduate,Dyslexia,Cognitive Overload,None,Standard,11,High-Contrast,Distraction-Free,Multimodal,True,False,12.4,0.75,1,1,63.6,7.0,True,Suggestion: More Audio Content
WALS-101169,Higher Ed (18-24),Postgraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,17,Low-Stimulation Pastel,Distraction-Free,Audio,False,False,13.2,0.73,0,1,75.2,5.0,True,Positive: Helpful Personalization
WALS-106256,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Extensive,Standard,19,High-Contrast,Simplified,Multimodal,True,False,19.5,0.66,1,0,78.4,7.0,True,Neutral: No Strong Opinion
WALS-105469,School (13-17),Postgraduate,ADHD,Attention & Distraction,Some,Standard,12,Default,Simplified,Audio,True,True,29.0,0.32,1,3,44.7,7.0,False,Neutral: No Strong Opinion
WALS-100867,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,15,High-Contrast,Simplified,Multimodal,True,False,8.3,0.72,0,0,65.0,5.0,False,Suggestion: More Audio Content
WALS-105093,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,Some,Standard,16,Default,Distraction-Free,Multimodal,False,True,10.8,0.93,1,1,84.9,8.0,True,Positive: Helpful Personalization
WALS-105433,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,None,Standard,17,Default,Simplified,Visual,False,True,19.2,0.85,0,1,68.8,3.0,True,Neutral: No Strong Opinion
WALS-100541,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,11,Low-Stimulation Pastel,Standard,Visual,True,False,21.7,0.76,3,0,88.3,9.0,True,Suggestion: More Audio Content
